USER-UPVOTES,POST_NUMBER,QUESTION,TIME-STAMPS,USER,POST,POST-UPVOTES,PAGE_NUMBER_OF_THE_POST,SUBJECT
28,3,NO,"Sun, Aug  14 '16 at 12:29PM EDT",Skinnyb,"With a proper fit, they are a decent alternative toa  diaper for sure, but it takes a lot of trial and, unfortunately errors too to get it right.  Silicone ones from Rochester or Coloplast/Mentor are my preferred choices, I do not at all like the latex ones.  Leg bags are a personal preference again, Hollister are what I use, and with a leg bag holder (Urocare makes a good one) it is a good set up, but not for everyone.  For at night, as long as you don't roll around all night, the are a good way to stay dry.",0,1,Condom Catheter - 2
85,4,NO,"Sun, Aug  14 '16 at 1:02PM EDT",Benfrank,"Skinny B, I see diapers in your picture which do you use? Atlanta Guy, did you get a UTI? Did you use barrier cream at all?",0,1,Condom Catheter - 2
28,5,NO,"Sun, Aug  14 '16 at 1:07PM EDT",Skinnyb,"I use both, depending on what I am doing at the time.  Travel is the time I use the catheters the most, much easier then changing in dirty bathrooms! #m makes a skin prep that makes your skin tacky so they stick better, it does work, almost too well some days!",0,1,Condom Catheter - 2
85,6,NO,"Sun, Aug  14 '16 at 2:09PM EDT",Benfrank,Have you ever gotten a UTI? Could someone use it 24/7 without getting a UTI?,0,1,Condom Catheter - 2
1,7,NO,"Sun, Aug  14 '16 at 6:50PM EDT",Carladams,"Ben, sent you a message. You shouldn't have a uti issue, it may take some time to get use to them though.",0,1,Condom Catheter - 2
40,8,NO,"Sun, Oct  16 '16 at 6:14PM EDT",jason181,Wife wants me to  try and go back to  useing  a condom  catheter  so tonight she's just put one one me for bed with a night bag   oh well I sell  how it goes',0,1,Condom Catheter - 2
28,9,NO,"Sat, Oct  29 '16 at 12:59PM EDT",jeffswet,"I don't like them. Tried them for a (short) while - won't do it again. I move around a lot in bed and if it was to somehow come undone, the mess,(to say nothing of the damage) would be something I would not want to deal with - especially at 3 or 4 a.m. Same thing for daytime use - if it leaked, your shoe would be ruined and would smell before long. At night, I found myself getting tangled up in it. Just not a good alternative in my experience.",0,1,Condom Catheter - 2
40,10,NO,"Sat, Oct  29 '16 at 11:54PM EDT",jason181,I seem to be getting on okay with it myself,0,1,Condom Catheter - 2
19,11,NO,"Mon, Oct  31 '16 at 11:21AM EDT",melupus,"I have never gotten comfortable with condom catheters. But it's not so much the catheter than the urine collection bag that I am uncomfortable with, plus the tubing that can kink and block.

For those of you that make condom catheters work for you, where do you have the bag (during day, during night?), and how do you secure the bag?",0,1,Condom Catheter - 2
28,12,NO,"Mon, Oct  31 '16 at 7:46PM EDT",Skinnyb,"When I am using mine, I secure the tape very well all the way down to the bag, so there is no movement of it or risk of it kinking, that is my biggest concern about this system, and it looks after all my worries.  Leg bag on the inside of the back of my calf, most unnoticeable spot when it is half full or more, but I drain it when it gets to that point, don't like the weight. Urocare makes a sleeve/sock that the bag sits in, MUCH better then the straps, even the wide ones that Hollister uses, which is the model bag I use as well... 2000cc bedside bag at night, but I prefer diapers more at night lately, as my sleep has been a mess for months, so anything that can make it better I am OK with! :-)",0,1,Condom Catheter - 2
4,13,NO,"Fri, Dec  23 '16 at 9:52PM EST",notarobot,"I have used (supposed to be using... I get frustrated with this and stop.  Only to get frustrated and start again.)condom caths at night for my frequent urination at night.  That set up does take some getting used to.  I found that I have to sleep on my back most often, and be careful rolling over to my side.  (If one can be careful rolling onto their side while asleep.)  The dripping and leaks are no longer a problem, but the maintenance of the bag and such is a burden. But less than cleaning bed linens.  I do have another problem.  While I seen to be able to drip and leak at night, I do not seem to be empty my bladder while lying down.",0,1,Condom Catheter - 2
28,14,NO,"Fri, Dec  23 '16 at 10:49PM EST",Skinnyb,"Nice to be dry, but as the post reads, certainly not for everyone!  Makes traveling so much easier then being in a diaper and needing to change, and find a suitable location for that as well.",0,1,Condom Catheter - 2
4,15,NO,"Mon, Jan  2 '17 at 9:33PM EST",notarobot,"Condom caths do take some getting used to.  You also have to shave to use them.  (I hope I don't have to explain that further.)  I hang the bag from a plastic hanger between the mattress and the box spring.  I also have a catheter holder around my thigh to keep things from being pulled.  I have also read about running the drain hose through a cut off sock around your ankle.
Time for bed.  Till later..",0,1,Condom Catheter - 2
103,16,NO,"Tue, Jan  3 '17 at 5:43PM EST",MikeJames,tried them.  Didn't work for me.  I do acrobatics in my sleep.  A snug diaper is by far the most effective management tool I've come across so far.,1,1,Condom Catheter - 2
28,17,NO,"Tue, Jan  3 '17 at 7:28PM EST",jeffswet,Yep.,0,1,Condom Catheter - 2
82,18,NO,"Wed, Jan  4 '17 at 10:09PM EST",andy1050,Condom cath did not work for me.  Infections persisted.,0,1,Condom Catheter - 2
28,19,NO,"Wed, Jan  4 '17 at 10:36PM EST",Skinnyb,"15+ years of use on and off, never had a tear in skin, or any infection...",0,1,Condom Catheter - 2
40,20,NO,"Wed, Jan  4 '17 at 11:03PM EST",jason181,Still okay for me useing a condom cath no infections or tears or sores  in skin,0,1,Condom Catheter - 2
4,21,NO,"Sat, Feb  11 '17 at 4:38PM EST",glenn77,"I've been using condom catheters every day for about 2 months now.  I started out using the Coloplast Freedom with Aloe.  The problem I found was, even though I would apply a skin prep (made by Smith and Nephew), they would be very difficult to remove after being on all day.  (I sleep in Depend pull ups.)  I had noticed an obscure post saying that the original Coloplast Freedom Clear without Aloe were much easier to remove.  So, I went online and found some without Aloe, ordered them, and they are much much better, I will say they are 50 times better for me, as the ones with Also would sometimes take me nearly a hour to remove and clear up all the sticky adhesive on my penis, and on my hands.  I still use the Skin Prep in the morning and let it dry, before putting the condom catheter on.  Then, when I remove it at night, it rolls right off, dry with no adhesive getting on my fingers.

I use a leg bag and tubing by Hollister that fits on the inside of my leg between the knee and ankle.  The tubing can be cut to length with scissors, and it's soft, light and flexible.  The bags come with a wide (1 inch I think) straps that do a great job of holding the bag in place.)  To drain the bag, I go to a toilet, raise the seat and flip the lever on the valve down 90 degrees to open.  It's a 15-20 second operation.

I am in this state because a urologist here in NC apparently did something wrong last March during a GreenLight procedure to reduce the median lobe (BPH).  It left me so incontinent that if I'm standing or walking, the bladder drains totally. So a pullup/diaper is really wet in no time at all. I flush the bag at night, wash the tubing with a bit of alcohol and hang it to dry overnight.  Before I finally worked out this arrangement with the non-Aloe catheters, I was at my wits end, changing Depend pullups and cleaning 8 to 10 times a day.",0,1,Condom Catheter - 2
