Problem/Soltuion,Number,hkroger,snehal,eschare,# Category, Category
Solution,870.1,0,1,1,2a,Info Sources
Solution,870.2,*,*,*,*,*
Problem,871,*,*,*,*,*
Solution,871.1,1,1,1,3c,Caregiver Wellbeing
Solution,871.2,*,*,*,*,*
Solution,871.3,1,0,1,6a,Medication
Problem,872,1,1,0,1a,Emotions of the Care Giver
Solution,872.1,1,0,1,2a,Info Sources
Solution,872.2,*,*,*,*,*
Solution,872.3,1,1,1,3c,Caregiver Wellbeing
Solution,872.4,1,0,1,1a,Contact Professional For Assitance
Problem,873,1,0,1,6b,Symptoms
Solution,873.1,*,*,*,*,*
Solution,873.2,1,1,0,3c,Caregiver Wellbeing
Solution,873.3,1,1,1,2a,Info Sources
Problem,874,1,1,1,4b,Medicines
Solution,874.1,*,*,*,*,*
Solution,874.2,1,1,0,3a,Caregiver Wellbeing
Problem,875,1,1,0,4b,Medicines
Solution,875.1,1,1,0,3c,Caregiver Wellbeing
Solution,875.2,*,*,*,*,*
Problem,876,1,0,1,7c,Physical Saftey
Solution,876.1,0,1,1,7a,Safety
Solution,876.2,1,1,0,7a,Safety
Problem,877,*,*,*,*,*
Solution,877.1,0,1,1,3b,Caregiver Wellbeing
Solution,877.2,*,*,*,*,*
Solution,877.3,1,1,0,3a,Caregiver Wellbeing
Problem,878,1,1,1,10a,General Information
Solution,878.1,0,1,1,3a,Caregiver Wellbeing
Solution,878.2,1,1,0,3a,Caregiver Wellbeing
Solution,878.3,1,1,1,2a,Info Sources
Problem,879,*,*,*,*,*
Solution,879.1,1,1,0,3a,Caregiver Wellbeing
Solution,879.2,1,1,0,3a,Caregiver Wellbeing
Solution,879.3,1,1,1,1a,Contact Professional For Assitance
Problem,880,*,*,*,*,*
Solution,880.1,0,1,1,8a,Home Care/Nursing Homes
Solution,880.2,1,1,0,3c,Caregiver Wellbeing
Solution,880.3,1,1,0,3a,Caregiver Wellbeing
Problem,881,1,1,1,5c,Legal Financial
Solution,881.1,1,1,0,3c,Caregiver Wellbeing
Solution,881.2,*,*,*,*,*
Problem,882,1,1,1,1a,Emotions of the Care Giver
Solution,882.1,*,*,*,*,*
Solution,882.2,1,1,0,3a,Caregiver Wellbeing
Problem,883,1,1,1,6k,Symptoms
Solution,883.1,1,1,1,3a,Caregiver Wellbeing
Problem,884,1,0,1,7h,Physical Saftey
Solution,884.1,0,1,1,4b,Strategies to handle the patient
Solution,884.2,1,1,1,1a,Contact Professional For Assitance
Solution,884.3,1,1,1,2a,Info Sources
Solution,884.4,*,*,*,*,*
Problem,885,1,1,0,4b,Medicines
Solution,885.1,1,0,1,5a,Doctor Consultations
Solution,885.2,*,*,*,*,*
Problem,886,1,1,1,6e,Symptoms
Solution,886.1,1,0,1,3c,Caregiver Wellbeing
Solution,886.2,*,*,*,*,*
Solution,886.3,1,1,1,3c,Caregiver Wellbeing
Problem,887,1,1,1,9a,Doctors and Nursing Homes
Solution,887.1,1,1,0,3a,Caregiver Wellbeing
Solution,887.2,*,*,*,*,*
Problem,888,1,1,1,10a,General Information
Problem,889,*,*,*,*,*
Solution,889.1,1,1,0,3a,Caregiver Wellbeing
Problem,890,1,1,0,7d,Physical Saftey
Solution,890.1,1,0,1,3c,Caregiver Wellbeing
Solution,890.2,1,1,1,3a,Caregiver Wellbeing
Problem,891,0,1,1,3d,Basic Hygiene
Solution,891.1,*,*,*,*,*
Solution,891.2,1,1,1,2a,Info Sources
Problem,892,0,1,1,6h,Symptoms
Solution,892.1,1,1,1,2a,Info Sources
Solution,892.2,1,1,0,3a,Caregiver Wellbeing
Problem,893,1,1,1,3a,Basic Hygiene
Solution,893.1,1,0,1,2a,Info Sources
Solution,893.2,*,*,*,*,*
Solution,893.3,1,1,0,3a,Caregiver Wellbeing
Problem,894,*,*,*,*,*
Solution,894.1,1,0,1,3a,Caregiver Wellbeing
Solution,894.2,1,0,1,2a,Info Sources
Solution,894.3,*,*,*,*,*
Problem,895,1,1,0,1a,Emotions of the Care Giver
Solution,895.1,1,1,0,3b,Caregiver Wellbeing
Solution,895.2,*,*,*,*,*
Solution,895.3,*,*,*,*,*
Solution,895.4,*,*,*,*,*
Solution,895.5,1,0,1,1a,Contact Professional For Assitance
Problem,896,0,1,1,10a,General Information
Solution,896.1,1,0,1,2a,Info Sources
Solution,896.2,*,*,*,*,*
Problem,897,1,1,1,6f,Symptoms
Solution,897.1,1,0,1,3c,Caregiver Wellbeing
Solution,897.2,*,*,*,*,*
Solution,897.3,1,0,1,5a,Doctor Consultations
Problem,898,1,1,0,10a,General Information
Solution,898.1,1,1,0,3a,Caregiver Wellbeing
Solution,898.2,1,1,0,3a,Caregiver Wellbeing
Solution,898.3,*,*,*,*,*
Problem,899,*,*,*,*,*
Solution,899.1,0,1,1,1a,Contact Professional For Assitance
Solution,899.2,*,*,*,*,*
Problem,900,1,1,0,3c,Basic Hygiene
Solution,900.1,1,1,1,2a,Info Sources
Solution,900.2,1,0,1,9c,Personal Care
Problem,901,1,1,0,1a,Emotions of the Care Giver
Solution,901.1,1,1,1,2a,Info Sources
Solution,901.2,*,*,*,*,*
Problem,902,1,1,0,1a,Emotions of the Care Giver
Solution,902.1,1,1,1,3c,Caregiver Wellbeing
Solution,902.2,1,1,0,3d,Caregiver Wellbeing
Solution,902.3,1,1,0,3a,Caregiver Wellbeing
Solution,902.4,1,1,1,2a,Info Sources
Solution,902.5,1,0,1,3a,Caregiver Wellbeing
Problem,903,1,0,1,6f,Symptoms
Solution,903.1,1,1,0,3c,Caregiver Wellbeing
Solution,903.2,1,0,1,2a,Info Sources
Solution,903.3,1,1,0,3a,Caregiver Wellbeing
Problem,904,*,*,*,*,*
Solution,904.1,1,1,1,2a,Info Sources
Problem,905,0,1,1,6l,Symptoms
Solution,905.1,1,1,1,3c,Caregiver Wellbeing
Solution,905.2,0,1,1,3c,Caregiver Wellbeing
Solution,905.3,1,0,1,2a,Info Sources
Problem,906,1,1,1,6b,Symptoms
Solution,906.1,1,1,0,3a,Caregiver Wellbeing
Solution,906.2,*,*,*,*,*
Problem,907,1,1,1,7c,Physical Saftey
Solution,907.1,1,1,0,3a,Caregiver Wellbeing
Solution,907.2,*,*,*,*,*
Problem,908,1,1,1,6g,Symptoms
Solution,908.1,1,1,0,3a,Caregiver Wellbeing
Solution,908.2,*,*,*,*,*
Problem,909,*,*,*,*,*
Solution,909.1,1,0,1,1c,Contact Professional For Assitance
Solution,909.2,1,1,1,1f,Contact Professional For Assitance
Problem,910,0,1,1,6f,Symptoms
Solution,910.1,1,1,0,3a,Caregiver Wellbeing
Solution,910.2,*,*,*,*,*
Solution,910.3,1,1,1,3c,Caregiver Wellbeing
Solution,910.4,1,1,0,3a,Caregiver Wellbeing
Problem,911,1,1,0,6o,Symptoms
Solution,911.1,1,1,1,2a,Info Sources
Solution,911.2,1,0,1,5a,Doctor Consultations
Problem,912,*,*,*,*,*
Solution,912.1,1,1,1,3c,Caregiver Wellbeing
Solution,912.2,1,0,1,5b,Doctor Consultations
Solution,912.3,*,*,*,*,*
Problem,913,1,1,1,6e,Symptoms
Solution,913.1,1,1,0,3a,Caregiver Wellbeing
Solution,913.2,1,0,1,5a,Doctor Consultations
Problem,914,*,*,*,*,*
Solution,914.1,0,1,1,6c,Medication
Solution,914.2,1,1,0,3a,Caregiver Wellbeing
Problem,915,1,1,1,10a,General Information
Solution,915.1,1,0,1,2a,Info Sources
Solution,915.2,1,1,0,3a,Caregiver Wellbeing
Problem,916,*,*,*,*,*
Solution,916.1,1,1,0,3a,Caregiver Wellbeing
Solution,916.2,1,0,1,5a,Doctor Consultations
Solution,916.3,1,0,1,3a,Caregiver Wellbeing
Problem,917,1,1,1,9h,Doctors and Nursing Homes
Solution,917.1,1,1,1,3a,Caregiver Wellbeing
Solution,917.2,0,1,1,6a,Medication
Problem,918,1,1,1,4b,Medicines
Solution,918.1,*,*,*,*,*
Solution,918.2,*,*,*,*,*
Problem,919,1,1,1,4a,Medicines
Solution,919.1,*,*,*,*,*
Solution,919.2,1,1,0,3c,Caregiver Wellbeing
Solution,919.3,1,1,1,2a,Info Sources
Solution,919.4,0,1,1,3c,Caregiver Wellbeing
Problem,920,1,1,1,6o,Symptoms
Solution,920.1,1,1,1,2a,Info Sources
Solution,920.2,0,1,1,6a,Medication
Solution,920.3,0,1,1,3c,Caregiver Wellbeing
Problem,921,1,1,0,1a,Emotions of the Care Giver
Solution,921.1,0,1,1,2a,Info Sources
Solution,921.2,1,0,1,3a,Caregiver Wellbeing
Solution,921.3,1,1,1,2a,Info Sources
Solution,921.4,1,1,1,2a,Info Sources
Problem,922,1,1,0,9h,Doctors and Nursing Homes
Solution,922.1,1,1,1,3a,Caregiver Wellbeing
Solution,922.2,1,1,1,3c,Caregiver Wellbeing
Solution,922.3,1,1,1,8e,Home Care/Nursing Homes
Problem,923,*,*,*,*,*
Solution,923.1,1,0,1,3a,Caregiver Wellbeing
Solution,923.2,1,1,0,5a,Doctor Consultations
Problem,924,1,1,0,6f,Symptoms
Solution,924.1,1,1,0,3a,Caregiver Wellbeing
Solution,924.2,1,1,0,3a,Caregiver Wellbeing
Solution,924.3,1,0,1,2a,Info Sources
Problem,925,0,1,1,5e,Legal Financial
Solution,925.1,*,*,*,*,*
Solution,925.2,1,1,1,1d,Contact Professional For Assitance
Problem,926,0,1,1,4a,Medicines
Solution,926.1,1,0,1,5d,Doctor Consultations
Solution,926.2,*,*,*,*,*
Problem,927,1,1,1,3a,Basic Hygiene
Solution,927.1,0,1,1,7a,Safety
Solution,927.2,1,1,1,2a,Info Sources
Solution,927.3,*,*,*,*,*
Problem,928,1,1,1,5c,Legal Financial
Solution,928.1,*,*,*,*,*
Solution,928.2,1,0,1,1c,Contact Professional For Assitance
Solution,928.3,1,1,1,3a,Caregiver Wellbeing
Problem,929,*,*,*,*,*
Solution,929.1,1,0,1,5a,Doctor Consultations
Solution,929.2,1,1,1,3a,Caregiver Wellbeing
Problem,930,*,*,*,*,*
Solution,930.1,1,0,1,5a,Doctor Consultations
Solution,930.2,*,*,*,*,*
Problem,931,1,1,1,10a,General Information
Solution,931.1,1,1,0,5a,Doctor Consultations
Solution,931.2,1,1,1,1a,Contact Professional For Assitance
Problem,932,1,0,1,2e,Conflicts
Solution,932.1,*,*,*,*,*
Problem,933,1,1,0,2d,Conflicts
Solution,933.1,1,1,0,3c,Caregiver Wellbeing
Solution,933.2,1,0,1,5a,Doctor Consultations
Solution,933.3,1,1,0,3c,Caregiver Wellbeing
Solution,933.4,*,*,*,*,*
Problem,934,*,*,*,*,*
Solution,934.1,1,1,0,3c,Caregiver Wellbeing
Solution,934.2,*,*,*,*,*
Solution,934.3,*,*,*,*,*
Problem,935,1,0,1,6b,Symptoms
Solution,935.1,0,1,1,3c,Caregiver Wellbeing
Solution,935.2,1,0,1,5a,Doctor Consultations
Solution,935.3,1,1,1,2a,Info Sources
Problem,936,1,0,1,10a,General Information
Solution,936.1,1,1,0,4e,Strategies to handle the patient
Solution,936.2,*,*,*,*,*
Solution,936.3,1,0,1,8g,Home Care/Nursing Homes
Problem,937,*,*,*,*,*
Solution,937.1,0,1,1,3b,Caregiver Wellbeing
Solution,937.2,0,1,1,3b,Caregiver Wellbeing
Solution,937.3,*,*,*,*,*
Solution,937.4,1,1,1,3c,Caregiver Wellbeing
Solution,937.5,1,0,1,1a,Contact Professional For Assitance
Problem,938,1,1,0,6e,Symptoms
Solution,938.1,1,0,1,5a,Doctor Consultations
Solution,938.2,1,1,1,3c,Caregiver Wellbeing
Solution,938.3,0,1,1,6a,Medication
Solution,938.4,1,1,1,3c,Caregiver Wellbeing
Solution,938.5,1,1,0,3a,Caregiver Wellbeing
Problem,939,1,1,1,9f,Doctors and Nursing Homes
Solution,939.1,1,1,0,3a,Caregiver Wellbeing
Solution,939.2,0,1,1,3a,Caregiver Wellbeing
Problem,940,1,1,0,7c,Physical Saftey
Solution,940.1,1,1,0,3a,Caregiver Wellbeing
Solution,940.2,1,0,1,5a,Doctor Consultations
Problem,941,1,1,0,10a,General Information
Solution,941.1,*,*,*,*,*
Solution,941.2,*,*,*,*,*
Problem,942,1,1,0,9a,Doctors and Nursing Homes
Solution,942.1,1,1,1,2a,Info Sources
Solution,942.2,1,1,1,2a,Info Sources
Solution,942.3,1,1,1,2a,Info Sources
Problem,943,1,1,1,6a,Symptoms
Solution,943.1,0,1,1,5b,Doctor Consultations
Solution,943.2,*,*,*,*,*
Problem,944,1,0,1,7d,Physical Saftey
Solution,944.1,*,*,*,*,*
Solution,944.2,1,0,1,7a,Safety
Solution,944.3,1,0,1,7a,Safety
Solution,944.4,0,1,1,3a,Caregiver Wellbeing
Solution,944.5,1,1,0,3c,Caregiver Wellbeing
Problem,945,1,1,0,8c,Ethics
Solution,945.1,1,1,1,3c,Caregiver Wellbeing
Solution,945.2,1,1,0,3c,Caregiver Wellbeing
Solution,945.3,*,*,*,*,*
Solution,945.4,1,1,0,2a,Info Sources
Solution,945.5,1,0,1,1a,Contact Professional For Assitance
Problem,946,1,1,0,6a,Symptoms
Solution,946.1,1,1,0,4b,Strategies to handle the patient
Solution,946.2,0,1,1,2a,Info Sources
Solution,946.3,1,0,1,5a,Doctor Consultations
Problem,947,1,1,0,1a,Emotions of the Care Giver
Solution,947.1,0,1,1,4f,Strategies to handle the patient
Solution,947.2,*,*,*,*,*
Solution,947.3,0,1,1,6c,Medication
Problem,948,1,1,1,10a,General Information
Solution,948.1,1,1,0,3c,Caregiver Wellbeing
Solution,948.2,*,*,*,*,*
Solution,948.3,0,1,1,3a,Caregiver Wellbeing
Problem,949,1,1,1,1a,Emotions of the Care Giver
Solution,949.1,1,1,1,1a,Contact Professional For Assitance
Solution,949.2,1,0,1,2a,Info Sources
Problem,950,1,1,0,2d,Conflicts
Solution,950.1,*,*,*,*,*
Solution,950.2,1,0,1,1c,Contact Professional For Assitance
Problem,951,*,*,*,*,*
Solution,951.1,0,1,1,3c,Caregiver Wellbeing
Solution,951.2,*,*,*,*,*
Problem,952,*,*,*,*,*
Solution,952.1,1,1,1,2a,Info Sources
Problem,953,*,*,*,*,*
Solution,953.1,1,0,1,1d,Contact Professional For Assitance
Solution,953.2,*,*,*,*,*
Problem,954,*,*,*,*,*
Solution,954.1,1,0,1,1a,Contact Professional For Assitance
Solution,954.2,1,0,1,2a,Info Sources
Problem,955,0,1,1,10a,General Information
Solution,955.1,1,1,0,3a,Caregiver Wellbeing
Solution,955.2,1,1,0,3a,Caregiver Wellbeing
Problem,956,*,*,*,*,*
Solution,956.1,1,1,0,3a,Caregiver Wellbeing
Solution,956.2,1,1,1,3a,Caregiver Wellbeing
Problem,957,1,1,1,10a,General Information
Solution,957.1,1,1,1,3a,Caregiver Wellbeing
Solution,957.2,1,1,1,3a,Caregiver Wellbeing
Solution,957.3,1,1,0,3a,Caregiver Wellbeing
Problem,958,1,0,1,6b,Symptoms
Solution,958.1,1,1,1,2a,Info Sources
Solution,958.2,*,*,*,*,*
Problem,959,1,1,1,6c,Symptoms
Solution,959.1,1,0,1,1a,Contact Professional For Assitance
Solution,959.2,*,*,*,*,*
Problem,960,1,1,0,4b,Medicines
Solution,960.1,1,1,0,3a,Caregiver Wellbeing
Solution,960.2,1,0,1,1a,Contact Professional For Assitance
Problem,961,1,0,1,2d,Conflicts
Solution,961.1,1,1,1,3a,Caregiver Wellbeing
Solution,961.2,1,1,1,3a,Caregiver Wellbeing
Problem,962,1,1,1,1a,Emotions of the Care Giver
Solution,962.1,0,1,1,3b,Caregiver Wellbeing
Solution,962.2,1,0,1,3c,Caregiver Wellbeing
Solution,962.3,1,1,0,2a,Info Sources
Solution,962.4,1,1,0,3d,Caregiver Wellbeing
Solution,962.5,1,0,1,3a,Caregiver Wellbeing
Problem,963,1,1,1,1a,Emotions of the Care Giver
Problem,964,1,1,1,7c,Physical Saftey
Solution,964.1,1,1,1,2a,Info Sources
Solution,964.2,1,0,1,1e,Contact Professional For Assitance
Solution,964.3,1,1,1,3c,Caregiver Wellbeing
Solution,964.4,*,*,*,*,*
Solution,964.5,*,*,*,*,*
Problem,965,1,1,0,3c,Basic Hygiene
Solution,965.1,0,1,1,3c,Caregiver Wellbeing
Solution,965.2,*,*,*,*,*
Solution,965.3,*,*,*,*,*
Solution,965.4,*,*,*,*,*
Problem,966,0,1,1,2d,Conflicts
Solution,966.1,0,1,1,3a,Caregiver Wellbeing
Solution,966.2,1,1,1,3a,Caregiver Wellbeing
Solution,966.3,*,*,*,*,*
Problem,967,1,1,0,10b,General Information
Solution,967.1,1,1,1,3a,Caregiver Wellbeing
Solution,967.2,1,1,1,2a,Info Sources
Solution,967.3,1,1,1,3a,Caregiver Wellbeing
Problem,968,*,*,*,*,*
Solution,968.1,1,1,0,3d,Caregiver Wellbeing
Solution,968.2,1,1,0,3a,Caregiver Wellbeing
Solution,968.3,1,1,0,3a,Caregiver Wellbeing
Problem,969,1,1,1,10a,General Information
Solution,969.1,0,1,1,1a,Contact Professional For Assitance
Solution,969.2,1,1,1,2a,Info Sources
Problem,970,1,1,1,6a,Symptoms
Solution,970.1,*,*,*,*,*
Solution,970.2,1,0,1,1a,Contact Professional For Assitance
Solution,970.3,*,*,*,*,*
Problem,971,1,0,1,5e,Legal Financial
Solution,971.1,1,0,1,1a,Contact Professional For Assitance
Solution,971.2,1,0,1,1c,Contact Professional For Assitance
Problem,972,*,*,*,*,*
Solution,972.1,*,*,*,*,*
Solution,972.2,1,1,0,3a,Caregiver Wellbeing
Problem,973,1,1,1,9a,Doctors and Nursing Homes
Solution,973.1,*,*,*,*,*
Solution,973.2,1,0,1,1a,Contact Professional For Assitance
Problem,974,1,0,1,9b,Doctors and Nursing Homes
Solution,974.1,1,1,0,3a,Caregiver Wellbeing
Solution,974.2,1,0,1,1a,Contact Professional For Assitance
Problem,975,1,1,0,7d,Physical Saftey
Solution,975.1,1,1,0,3a,Caregiver Wellbeing
Problem,976,1,1,0,9h,Doctors and Nursing Homes
Solution,976.1,*,*,*,*,*
Solution,976.2,1,1,0,3a,Caregiver Wellbeing
Solution,976.3,1,1,0,3a,Caregiver Wellbeing
Problem,977,1,0,1,6n,Symptoms
Solution,977.1,1,1,0,3a,Caregiver Wellbeing
Solution,977.2,1,1,1,2a,Info Sources
Problem,978,1,1,0,7h,Physical Saftey
Solution,978.1,1,0,1,1a,Contact Professional For Assitance
Solution,978.2,*,*,*,*,*
Problem,979,1,1,0,5c,Legal Financial
Solution,979.1,1,0,1,1a,Contact Professional For Assitance
Solution,979.2,1,1,0,3a,Caregiver Wellbeing
Problem,980,1,1,1,9a,Doctors and Nursing Homes
Solution,980.1,1,1,0,3a,Caregiver Wellbeing
Solution,980.2,1,1,1,2a,Info Sources
Problem,981,1,1,0,1b,Emotions of the Care Giver
Solution,981.1,1,1,0,3c,Caregiver Wellbeing
Solution,981.2,1,0,1,3a,Caregiver Wellbeing
Solution,981.3,1,1,0,3a,Caregiver Wellbeing
Solution,981.4,*,*,*,*,*
Problem,982,*,*,*,*,*
Solution,982.1,1,1,1,2a,Info Sources
Problem,983,1,1,1,6k,Symptoms
Solution,983.1,*,*,*,*,*
Solution,983.2,1,1,0,3a,Caregiver Wellbeing
Problem,984,1,0,1,6b,Symptoms
Solution,984.1,1,1,0,3a,Caregiver Wellbeing
Solution,984.2,1,0,1,5a,Doctor Consultations
Problem,985,1,0,1,9c,Doctors and Nursing Homes
Solution,985.1,1,1,0,3a,Caregiver Wellbeing
Solution,985.2,*,*,*,*,*
Problem,986,1,1,1,6f,Symptoms
Solution,986.1,1,0,1,4f,Strategies to handle the patient
Solution,986.2,1,1,1,4b,Strategies to handle the patient
Solution,986.3,1,1,0,3a,Caregiver Wellbeing
Problem,987,1,1,1,6c,Symptoms
Solution,987.1,1,1,1,3a,Caregiver Wellbeing
Solution,987.2,1,1,0,3a,Caregiver Wellbeing
Solution,987.3,1,1,1,3a,Caregiver Wellbeing
Problem,988,0,1,1,6m,Symptoms
Solution,988.1,*,*,*,*,*
Solution,988.2,1,0,1,2a,Info Sources
Problem,989,1,1,0,9b,Doctors and Nursing Homes
Solution,989.1,1,1,0,3a,Caregiver Wellbeing
Solution,989.2,1,1,1,8a,Home Care/Nursing Homes
Solution,989.3,1,1,0,3a,Caregiver Wellbeing
Problem,990,1,1,1,2a,Conflicts
Solution,990.1,1,1,1,3a,Caregiver Wellbeing
Solution,990.2,*,*,*,*,*
Solution,990.3,1,1,1,3a,Caregiver Wellbeing
Solution,990.4,1,0,1,3a,Caregiver Wellbeing
Problem,991,1,1,1,7d,Physical Saftey
Solution,991.1,1,1,1,7a,Safety
Problem,992,0,1,1,6n,Symptoms
Solution,992.1,*,*,*,*,*
Solution,992.2,1,1,1,2a,Info Sources
Problem,993,0,1,1,6n,Symptoms
Problem,994,1,1,0,6e,Symptoms
Solution,994.1,1,1,0,3a,Caregiver Wellbeing
Solution,994.2,1,1,0,3a,Caregiver Wellbeing
Problem,995,1,1,1,9a,Doctors and Nursing Homes
Solution,995.1,*,*,*,*,*
Solution,995.2,*,*,*,*,*
Solution,995.3,1,1,1,5b,Doctor Consultations
Problem,996,1,1,1,2b,Conflicts
Solution,996.1,1,1,0,3a,Caregiver Wellbeing
Solution,996.2,1,1,1,2a,Info Sources
Solution,996.3,*,*,*,*,*
Problem,997,1,1,1,3a,Basic Hygiene
Solution,997.1,1,1,1,2a,Info Sources
Problem,998,0,1,1,2d,Conflicts
Solution,998.1,1,0,1,3a,Caregiver Wellbeing
Solution,998.2,1,0,1,1a,Contact Professional For Assitance
Problem,999,*,*,*,*,*
Solution,999.1,1,1,0,7a,Safety
Solution,999.2,*,*,*,*,*
Solution,999.3,1,1,1,3c,Caregiver Wellbeing
Solution,999.4,0,1,1,5a,Doctor Consultations
Problem,1000,1,1,1,11a,Solutions
Solution,1000.1,1,1,1,3a,Caregiver Wellbeing
Solution,1000.2,1,1,1,2a,Info Sources
Problem,1001,0,1,1,8a,Ethics
Solution,1001.1,1,1,0,3a,Caregiver Wellbeing
Solution,1001.2,0,1,1,3a,Caregiver Wellbeing
Solution,1001.3,1,1,0,3a,Caregiver Wellbeing
Problem,1002,1,1,1,10a,General Information
Solution,1002.1,0,1,1,3a,Caregiver Wellbeing
Solution,1002.2,1,0,1,5b,Doctor Consultations
Problem,1003,1,1,1,9c,Doctors and Nursing Homes
Solution,1003.1,1,1,0,8d,Home Care/Nursing Homes
Solution,1003.2,1,0,1,8d,Home Care/Nursing Homes
Problem,1004,1,1,0,6n,Symptoms
Solution,1004.1,1,1,0,3a,Caregiver Wellbeing
Solution,1004.2,1,0,1,1a,Contact Professional For Assitance
Problem,1005,0,1,1,10a,General Information
Solution,1005.1,0,1,1,3a,Caregiver Wellbeing
Solution,1005.2,*,*,*,*,*
Solution,1005.3,1,1,0,3c,Caregiver Wellbeing
Problem,1006,1,0,1,3a,Basic Hygiene
Solution,1006.1,*,*,*,*,*
Solution,1006.2,1,0,1,2a,Info Sources
Problem,1007,*,*,*,*,*
Solution,1007.1,0,1,1,2a,Info Sources
Solution,1007.2,1,1,1,2a,Info Sources
Problem,1008,*,*,*,*,*
Solution,1008.1,1,1,0,3a,Caregiver Wellbeing
Problem,1009,1,1,0,9h,Doctors and Nursing Homes
Solution,1009.1,1,0,1,1a,Contact Professional For Assitance
Solution,1009.2,1,1,1,3a,Caregiver Wellbeing
Problem,1010,1,1,1,5h,Legal Financial
Solution,1010.1,1,0,1,1a,Contact Professional For Assitance
Solution,1010.2,1,0,1,1c,Contact Professional For Assitance
Problem,1011,1,1,1,3c,Basic Hygiene
Solution,1011.1,1,1,1,2a,Info Sources
Solution,1011.2,*,*,*,*,*
Problem,1012,1,1,0,8g,Ethics
Solution,1012.1,1,1,0,3a,Caregiver Wellbeing
Solution,1012.2,1,0,1,5a,Doctor Consultations
Problem,1013,0,1,1,9e,Doctors and Nursing Homes
Solution,1013.1,1,1,1,8f,Home Care/Nursing Homes
Solution,1013.2,1,1,1,3a,Caregiver Wellbeing
Problem,1014,*,*,*,*,*
Solution,1014.1,1,0,1,2a,Info Sources
Problem,1015,1,1,1,1b,Emotions of the Care Giver
Solution,1015.1,1,0,1,5a,Doctor Consultations
Solution,1015.2,1,0,1,1a,Contact Professional For Assitance
Solution,1015.3,1,1,1,3c,Caregiver Wellbeing
Solution,1015.4,1,1,1,1c,Contact Professional For Assitance
Problem,1016,*,*,*,*,*
Solution,1016.1,1,1,0,3a,Caregiver Wellbeing
Solution,1016.2,1,0,1,5a,Doctor Consultations
Problem,1017,1,0,1,6i,Symptoms
Solution,1017.1,*,*,*,*,*
Solution,1017.2,1,1,1,3a,Caregiver Wellbeing
Problem,1018,0,1,1,6o,Symptoms
Solution,1018.1,1,1,1,4b,Strategies to handle the patient
Solution,1018.2,*,*,*,*,*
Problem,1019,*,*,*,*,*
Solution,1019.1,0,1,1,3a,Caregiver Wellbeing
Solution,1019.2,*,*,*,*,*
Problem,1020,1,1,0,10a,General Information
Problem,1021,1,0,1,10a,General Information
Solution,1021.1,1,1,0,3a,Caregiver Wellbeing
Solution,1021.2,1,1,0,3a,Caregiver Wellbeing
Problem,1022,*,*,*,*,*
Problem,1023,1,1,1,9a,Doctors and Nursing Homes
Solution,1023.1,0,1,1,1c,Contact Professional For Assitance
Solution,1023.2,1,1,1,3a,Caregiver Wellbeing
Problem,1024,1,1,1,9a,Doctors and Nursing Homes
Solution,1024.1,*,*,*,*,*
Solution,1024.2,0,1,1,3a,Caregiver Wellbeing
Problem,1025,*,*,*,*,*
Solution,1025.1,1,1,1,3c,Caregiver Wellbeing
Problem,1026,*,*,*,*,*
Solution,1026.1,*,*,*,*,*
Solution,1026.2,1,1,0,3a,Caregiver Wellbeing
Problem,1027,1,1,1,1a,Emotions of the Care Giver
Solution,1027.1,1,0,1,3c,Caregiver Wellbeing
Solution,1027.2,1,1,1,3c,Caregiver Wellbeing
Solution,1027.3,1,1,1,3c,Caregiver Wellbeing
Solution,1027.4,1,1,1,3a,Caregiver Wellbeing
Solution,1027.5,1,0,1,5a,Doctor Consultations
Problem,1028,*,*,*,*,*
Solution,1028.1,1,1,1,3c,Caregiver Wellbeing
Solution,1028.2,1,1,1,3a,Caregiver Wellbeing
Solution,1028.3,1,1,1,3c,Caregiver Wellbeing
Solution,1028.4,1,1,1,3d,Caregiver Wellbeing
Solution,1028.5,1,1,1,3c,Caregiver Wellbeing
Solution,1028.6,*,*,*,*,*
Solution,1028.7,1,1,0,3c,Caregiver Wellbeing
Solution,1028.8,1,1,1,3a,Caregiver Wellbeing
Problem,1029,1,0,1,7g,Physical Saftey
Solution,1029.1,1,0,1,1a,Contact Professional For Assitance
Solution,1029.2,1,1,0,3a,Caregiver Wellbeing
Problem,1030,1,0,1,4b,Medicines
Solution,1030.1,1,1,1,5a,Doctor Consultations
Solution,1030.2,0,1,1,5b,Doctor Consultations
Problem,1031,1,0,1,2a,Conflicts
Solution,1031.1,1,1,1,3a,Caregiver Wellbeing
Solution,1031.2,1,1,1,3a,Caregiver Wellbeing
Solution,1031.3,1,1,1,3c,Caregiver Wellbeing
Solution,1031.4,1,1,1,3a,Caregiver Wellbeing
Solution,1031.5,1,1,1,3a,Caregiver Wellbeing
Problem,1032,1,1,0,9h,Doctors and Nursing Homes
Solution,1032.1,1,1,0,3a,Caregiver Wellbeing
Solution,1032.2,1,0,1,8b,Home Care/Nursing Homes
Problem,1033,1,0,1,9h,Doctors and Nursing Homes
Solution,1033.1,*,*,*,*,*
Problem,1034,1,1,1,6a,Symptoms
Solution,1034.1,1,1,0,3c,Caregiver Wellbeing
Solution,1034.2,1,1,1,4b,Strategies to handle the patient
Problem,1035,1,0,1,10a,General Information
Solution,1035.1,*,*,*,*,*
Solution,1035.2,1,1,1,3a,Caregiver Wellbeing
